,pred_proba
243,0.4917535295629575
244,0.25937756616361246
245,0.46171001293899955
246,0.49298871482947326
247,0.7849768345916972
248,0.4642015201668995
249,0.786038683118403
250,0.6973609850298637
251,0.5487020500261564
252,0.1290193218708043
253,0.27616232453744366
254,0.32186899212732833
255,0.45445497096303294
256,0.3316273562006671
257,0.6537265714696264
258,0.4731213212090774
259,0.523259073090206
260,0.36953653528522257
261,0.3261136952515341
262,0.31537855405820386
263,0.19659025128864635
264,0.30125577768768197
265,0.5621797310446114
266,0.18432883745779644
267,0.7333698286146754
268,0.5026170319639811
269,0.6699210120588386
270,0.48846844746059775
271,0.16488025476281554
272,0.4200314927629358
273,0.1268333652957831
274,0.5469210261000709
275,0.28376938793317064
276,0.43433772141825133
277,0.3726992632359736
278,0.2972185184438122
279,0.22595310181408204
280,0.2040434600912468
281,0.4582222298999559
282,0.3926990881702561
283,0.5248390074204878
284,0.6531906292288825
285,0.4623995052469304
286,0.40995096613328297
287,0.6369597127869431
288,0.2019558095430638
289,0.14002917012601596
290,0.6721777754941421
291,0.632210505250439
292,0.629089813123663
293,0.5480201289834185
294,0.1779721903678442
295,0.12325076118573804
296,0.33573072623761274
297,0.238671215278094
298,0.4265965449795215
299,0.3544951174694825
300,0.31732397601201207
301,0.49826290880970653
302,0.8080955050264391
303,0.24923740039498174
304,0.3190500811946324
305,0.32677366712746503
306,0.3744037278534906
307,0.22893308082953495
308,0.3683950987506772
309,0.22695376422992727
310,0.1868640617522958
311,0.453927256693404
312,0.5594729540218945
313,0.28643429466935827
314,0.27998032488027264
315,0.42840826347805555
316,0.16274945860016116
317,0.37785204680837675
318,0.5973062014064824
319,0.17331937538536735
320,0.541479963987498
321,0.34523317958572197
322,0.33742189940903783
323,0.5226796418927316
324,0.2519120031254246
325,0.12026504271391955
326,0.5355036467501819
327,0.7228539582295787
328,0.40235668105911965
329,0.7242260909270066
330,0.34205402566875637
331,0.5736095015739208
332,0.5632111245021979
333,0.24872593231125142
334,0.4876091387241551
335,0.2949593052402298
336,0.44988804554880496
337,0.34812135587956183
338,0.3745294199908355
339,0.5435750918001888
340,0.6146282198623817
341,0.2953733751227046
342,0.2744081369222843
343,0.3378702854311115
344,0.4990826857917771
345,0.33795009234271306
346,0.15065572232765292
347,0.2591400626730283
348,0.4341385592786144
349,0.5469789884963947
350,0.36162473566273423
351,0.17588058420516453
352,0.3114893158882385
353,0.2737559282356842
354,0.31293791214189215
355,0.3307077850836259
356,0.2580505051456078
357,0.2313378233081893
358,0.20654614842152963
359,0.43329313253861046
360,0.7252374943743753
361,0.3940993411867328
362,0.27501930702273547
363,0.6377137325639248
364,0.4077958423337394
365,0.36736873281475096
366,0.11594743346423336
367,0.20208368363387727
368,0.34402024270554166
369,0.4982215766066045
370,0.37171259492490405
371,0.33703914810729835
372,0.2824414156919585
373,0.33570356113117994
374,0.3416162709093613
375,0.5904401294169136
376,0.19728685623729744
377,0.15400493433645604
378,0.3333296396311859
379,0.5670585561788923
380,0.2668725550816807
381,0.4560526861280882
382,0.6029615794318655
383,0.5971481656940412
384,0.24023760675761408
385,0.3587721196482445
386,0.29098314483792537
387,0.2590670546983924
388,0.34375199870899426
389,0.32033008256436335
390,0.7749174173655184
391,0.7155631509823145
392,0.3072623571353725
393,0.5659951307489884
394,0.47004341500874025
395,0.2742762588605639
396,0.28958121679865123
397,0.5947743432369611
398,0.30074195352216226
399,0.4253095452541372
400,0.355043509385239
401,0.22075375834463884
402,0.8039132821962512
403,0.4045551362519227
404,0.28090503258998634
405,0.17557424935735444
406,0.2779831349337172
407,0.1670219696110908
408,0.40053294070577555
409,0.3048412733349084
410,0.5747307037629182
411,0.3042934489813342
412,0.6807979862500622
413,0.27335781398393183
414,0.3509846344582238
415,0.49953498118282447
416,0.16992488951206422
417,0.4794375468186511
418,0.4002663425742642
419,0.5052250268840265
420,0.46850947545396004
421,0.2795531168313198
422,0.22483384350810212
423,0.6032504087044858
424,0.17630389770686922
425,0.4050485280919116
426,0.36977176429745184
427,0.6064935188242634
428,0.5707672751893702
429,0.5427337985339984
430,0.5612060652911115
431,0.5789616467762729
432,0.1964177466962542
433,0.4611202662605163
434,0.5222711617807361
435,0.3384224417122704
436,0.8011458915620265
437,0.5975400438403319
438,0.2510575304978208
439,0.4463300049583776
440,0.2312928466579921
441,0.4813407043438004
442,0.6898054113379195
443,0.5101710059220635
444,0.2019517116048668
445,0.2231942706928553
446,0.3875734895037233
447,0.5078133377694284
448,0.41563501958211524
449,0.46746256544136117
450,0.19269025427814124
451,0.3381330494222631
452,0.5115286336327238
453,0.2654401266227655
454,0.21113862725607518
455,0.20496333498450556
456,0.2925890914996797
457,0.34500785792638483
458,0.5289182094875403
459,0.6468761105572504
460,0.5120342036707268
461,0.43991082356881456
462,0.45817358066088115
463,0.3152830686794578
464,0.5117977154404907
465,0.6086989865585704
466,0.4428531721502955
467,0.28431390905204557
468,0.26055815614550176
469,0.34902523440560956
470,0.28611056260762935
471,0.6889273558669142
472,0.6610078506662056
473,0.20121062901549575
474,0.21099110056352322
475,0.3676051491439199
476,0.4423288842346854
477,0.2057048372257082
478,0.4349195111970266
479,0.4718470419418414
480,0.6759028906248814
481,0.5033894691655355
482,0.3148918028348829
483,0.24677674175720218
484,0.4719709115314266
485,0.5171208822162544
486,0.8315934689641727
487,0.33628805009003565
488,0.5142838958706136
489,0.3182142394986022
490,0.24496686127556308
491,0.6081629408331553
492,0.37045982685468754
493,0.28540313878098306
494,0.777677066442962
495,0.42123103408035617
496,0.2972624809899571
497,0.354434319618072
498,0.46007979063152465
499,0.3451681167486681
500,0.43701082789748674
501,0.35917671546954305
502,0.2452788694239313
503,0.5875280919946138
504,0.24621234671124953
505,0.23947651867967557
506,0.2676711031983484
507,0.2867397354650325
508,0.4602979282087972
509,0.6284620127390171
510,0.4598314910011489
511,0.6740837379509285
512,0.31717006145923904
513,0.36247649703622836
514,0.3699491789853218
515,0.5968145220657997
516,0.44567988061540803
517,0.16872939489001432
518,0.7298104849002622
519,0.5869094655544154
520,0.2831938660922932
521,0.5827854830230592
522,0.26073780432363886
523,0.6816596668240987
524,0.2777957477532817
525,0.5422620016616811
526,0.3807550001784785
527,0.23266908882138918
528,0.3482645946967749
529,0.18599501802958385
530,0.320041958145515
531,0.3162681362514186
532,0.3627334853309472
533,0.2362313199740725
534,0.234373992373902
535,0.3452758829245648
536,0.4083589522134486
537,0.6924163224172586
538,0.29509818515627995
539,0.5729539334082333
540,0.3155025453285986
541,0.43290967681555115
542,0.31460753665129215
543,0.2640943790593619
544,0.1853534431226733
545,0.1458724930508604
546,0.16055677357323733
547,0.2841454788646759
548,0.41350161428550974
549,0.5861119223916081
550,0.21907415340443237
551,0.35146532327991
552,0.3100263355760477
553,0.5067572169704602
554,0.7706418896803473
555,0.5644526074945461
556,0.7412808265174688
557,0.5297903202362039
558,0.7147692057175008
559,0.5904712003258801
560,0.32565001794510956
561,0.14175183924023668
562,0.16784976576239383
563,0.19298269288107409
564,0.1972503435340676
565,0.3580589775077522
566,0.7320685570990717
567,0.6262842626061583
568,0.34010440913839973
569,0.2275108630038581
570,0.2856019934567049
571,0.36711535908636905
572,0.32705841763613963
573,0.5699724979342636
574,0.48492788298691525
575,0.3980962199094899
576,0.5381722356075785
577,0.16289640323680715
578,0.4118296271588409
579,0.5851235770779482
580,0.2515827717265951
581,0.21385903768689635
582,0.35722253382474095
583,0.6491067322041447
584,0.29701902967329574
585,0.2445257877762766
586,0.5401245434149852
587,0.49082401242030926
588,0.6711619478721479
589,0.46358006021757076
590,0.2408686362875342
591,0.7240410728760203
592,0.45273737540616577
593,0.4618329688622448
594,0.5992236429131581
595,0.26146583966111947
596,0.5195365488022325
597,0.3145519717031977
598,0.4389475040185578
599,0.46478120808649065
600,0.28765872012701255
601,0.3149021006816063
602,0.5388739706952161
603,0.3363065449743008
604,0.6560651569916965
605,0.18490234833966554
606,0.2658594218652375
607,0.4089554355440393
608,0.6589677354819993
609,0.47028407444083087
610,0.5427748018245022
611,0.41099948229800326
612,0.4467680575183132
613,0.6609935417740977
614,0.7383405313696872
615,0.24872316009983275
616,0.5154375639284493
617,0.24537353955492724
618,0.4026280885386022
619,0.41625822025335113
620,0.3047214109875609
621,0.21616405920723367
622,0.4423546172873715
623,0.5673005040995934
624,0.6961382798538837
625,0.4117822026260622
626,0.29603512469386556
627,0.37465003698442
628,0.6069072440617383
629,0.295079349612936
630,0.17570915640429954
631,0.35082300678247014
632,0.5564660137300868
633,0.4824539734555268
634,0.39291312472191825
635,0.7155720694012199
636,0.41961318969825856
637,0.16172567873405105
638,0.6245575375741186
639,0.44321298163753037
640,0.581107736907894
641,0.45618065349540093
642,0.5180243673702765
643,0.6468600291074158
644,0.32214932421373715
645,0.37296822393376267
646,0.4857809390247614
647,0.703831417211142
648,0.6859378013950763
649,0.22341708951858186
650,0.43882001019761635
651,0.7497744429135206
652,0.214265463461553
653,0.6515893481068056
654,0.43612801682605723
655,0.27290322940265105
656,0.2656088327302399
657,0.7507442715344568
658,0.4884547343084075
659,0.3213987122720109
660,0.19672205641026877
661,0.2932948012641905
662,0.2112462557881364
663,0.7294818398197895
664,0.48706127267891286
665,0.7042678704683479
666,0.7097941316823945
667,0.2487491683390417
668,0.3346639543005861
669,0.47118077947752485
670,0.478424273994695
671,0.21055386869101664
672,0.29150379594907877
673,0.24674167986711998
674,0.19042968403036878
675,0.23824874676591704
676,0.28387198957180204
677,0.41215972450620936
678,0.533023543849121
679,0.3834050655587985
680,0.6194001027537055
681,0.24108565790581252
682,0.5647093472184405
683,0.7003346716381377
684,0.3610648220019426
685,0.5553816467342526
686,0.24196078611640198
687,0.5837879890247404
688,0.31194686516728976
689,0.4740696444346267
690,0.4572970616830012
691,0.21534040877914284
692,0.3808400738804379
693,0.6119682984762125
694,0.5882403539583243
695,0.25699750121199827
696,0.5675747378006751
697,0.3034044566947576
698,0.4579138608428378
699,0.7356826982518343
700,0.3735172811052184
701,0.5398625807772656
702,0.37334117451232646
703,0.44447560325737556
704,0.49033615015317367
705,0.3505925698258936
706,0.33851270432304625
707,0.7332540211363675
708,0.18063466078988252
709,0.4944597804653766
710,0.21785999419790106
711,0.428919981238669
712,0.7069250193309691
713,0.5481690146442294
714,0.42051820827961056
715,0.4031495486221477
716,0.6188873502841787
717,0.5406168955357317
718,0.4544764339710658
719,0.3699127417875085
720,0.45643594485029865
721,0.5776925222615497
722,0.4148888273112688
723,0.34248556247492756
724,0.17115114410746213
725,0.5189202968366107
726,0.714933864153861
727,0.3394007711663083
728,0.31989442679195096
729,0.3240300849891279
730,0.2327523127220382
731,0.3041156550743947
732,0.34186028028113374
733,0.46877640991591696
734,0.6243999306157362
735,0.3175216731316822
736,0.5522946008556762
737,0.3996708080020185
738,0.4324714048261131
739,0.643397442919639
740,0.6301637583244646
741,0.15265104448708275
742,0.18913697383347272
743,0.1318058088679773
744,0.7298302963759883
745,0.19227023745939675
746,0.7466644801773886
747,0.726061515213915
748,0.5508157061472142
749,0.7015490845899788
750,0.2836352178119752
751,0.4675382552923576
752,0.5825607593793977
753,0.29916043467485226
754,0.6765497557367733
755,0.43252545242786367
756,0.2683011810981098
757,0.23460336978698157
758,0.4887713339526879
759,0.38282348583768483
760,0.2713112777290158
761,0.4643544447077695
762,0.7350424932060573
763,0.35596353611212045
764,0.307288337498347
765,0.3680984811729338
766,0.5248186598533734
767,0.28730844702785735
768,0.1825754893021129
769,0.4054545343507395
770,0.11691172611677163
771,0.6309798892454697
772,0.4476391903846287
773,0.49686687126437845
774,0.45235965790866695
775,0.689075462293788
776,0.33254959694379127
777,0.4540519311901491
778,0.4116497882260528
779,0.23918201098934427
780,0.49194948160055646
781,0.3424194707815764
782,0.7898018285786992
783,0.800504779723127
784,0.5510512277895944
785,0.39814706390283594
786,0.5891704579217003
787,0.2460632372874564
788,0.5274854864967881
789,0.24545865725873933
790,0.6684729777106946
791,0.3953731902747204
792,0.4077058549971764
793,0.27436914902983867
794,0.6975810579962627
795,0.6106889826134826
796,0.4102748123034779
797,0.516225853130874
798,0.2725996251793937
799,0.2786337398974304
800,0.6911698207287976
801,0.6888541728358222
802,0.15183293074858986
803,0.2743575996651756
804,0.3523051886202631
805,0.35917889282147697
806,0.30650412282681966
807,0.16754777637479293
808,0.20383924401503306
809,0.6359042247743354
810,0.5707160630355602
811,0.7029342308842127
812,0.3065663733363158
813,0.5315115495725677
814,0.5021209468819398
815,0.5480010248955974
816,0.695136999769775
817,0.16494019579588917
818,0.15519499681832646
819,0.25516706645360326
820,0.24596200509747723
821,0.30932498965562016
822,0.37388420810010925
823,0.47675723919112906
824,0.20070314312701973
825,0.31469728580584094
826,0.17727735952950432
827,0.504364973900124
828,0.3118099069538053
829,0.20858525772626382
830,0.49316516269400845
831,0.27711146189391994
832,0.5190417493777901
833,0.28461367384396835
834,0.17333124223665752
835,0.4528315284991825
836,0.25073970599782675
837,0.3027058893668036
838,0.4683267780748329
839,0.2891908887532211
840,0.24763574782962033
841,0.488866180909131
842,0.4328765721539265
843,0.3829454584192169
844,0.5111453459859525
845,0.6507111975827373
846,0.3391758306588036
847,0.43205238399610646
848,0.6215600543186177
849,0.1885143499726657
850,0.654481897370715
851,0.40245412927446617
852,0.45865616221913524
853,0.4157242504154629
854,0.328915358662373
855,0.3562159171803598
856,0.23615535874497326
857,0.45981899490330214
858,0.6225605998100747
859,0.45848410075925966
860,0.3134211108347338
861,0.5881042238669947
862,0.4442644548852952
863,0.4103856265912297
864,0.29140813221392076
865,0.17884384084516786
866,0.17769740158717465
867,0.4590476801765667
868,0.5399946942402329
869,0.3012997092481715
870,0.42179387631986465
871,0.5208877196699716
872,0.28886807436880096
873,0.2495522037156428
874,0.09611467241585014
875,0.47696394507105583
876,0.4771360485128103
877,0.4005902661464945
878,0.24002331891098913
879,0.565833655258979
880,0.4367651862883599
881,0.2654496519550866
882,0.18248747142789581
883,0.43136629612928457
884,0.26401659846061326
885,0.734124859811533
886,0.25704699043370616
887,0.4411254622352707
888,0.23572329524511948
889,0.3559122162654288
890,0.2905537448267348
891,0.7050669672270632
892,0.4927541413944786
893,0.613446145685524
894,0.15684733110233376
895,0.5667925445796776
896,0.38031671689326674
897,0.19927420497471754
898,0.6443764540696676
899,0.41500364785815236
900,0.38373517826315084
901,0.561090161568471
902,0.6247513765457803
903,0.404866054763146
904,0.5016501164487973
905,0.6324132693518446
906,0.3866905435838091
907,0.538851577940869
908,0.36635824272966305
909,0.2833749669743121
910,0.5420619749843205
911,0.5149028446759801
912,0.2192455022990211
913,0.41403325599081225
914,0.6506166422853077
915,0.20284018085286307
916,0.23076449591017933
917,0.2742473806916288
918,0.7598681537784219
919,0.571952848278361
920,0.4616568488147801
921,0.29446155492972137
922,0.7703375975560507
923,0.41483159167532296
924,0.21445465112735615
925,0.2662862422209873
926,0.7133831947626483
927,0.566221766174703
928,0.21487041974585588
929,0.5953956456407709
930,0.6535593480996489
931,0.3290338966288356
932,0.6034536144720885
933,0.3838004243276198
934,0.23507784028032938
935,0.40031118768050306
936,0.18072571153034045
937,0.443392040942023
938,0.27125387052905087
939,0.22215188559972446
940,0.2846245223208454
941,0.4173432700857529
942,0.4251279933053456
943,0.251916022278037
944,0.23172453563054068
945,0.7863413858054209
946,0.4996199673139554
947,0.5728545061451462
948,0.4197011448432233
949,0.5861434517041495
950,0.25908877945252495
951,0.5035263669535976
952,0.3751501105816273
953,0.20963729701986314
954,0.430590927766229
955,0.31947661044453546
956,0.47892475096929343
957,0.3539611543338731
958,0.5725867810848193
959,0.30974587117343044
960,0.47575730679286976
961,0.7227862783341267
962,0.2604291069736243
963,0.43042929034437405
964,0.24102258255325307
965,0.3278193642472458
966,0.6936638530160264
967,0.38083419717267364
968,0.22041139492502035
969,0.24484729237347191
970,0.6363293792203969
971,0.38110022809482375
972,0.5856571846536514
973,0.4057157480350359
974,0.5541841975202042
975,0.26928720908000253
976,0.43594102952235875
977,0.45035895657693054
978,0.40142499924535524
979,0.6135331335425228
980,0.592547422625294
981,0.2510303661500983
982,0.27686656181808533
983,0.2101167840688351
984,0.3413883615779328
985,0.48837612997322566
986,0.31351076565991953
987,0.20549006848789364
988,0.24342703109456296
989,0.4378053306299993
990,0.5673530943680496
991,0.21823036982392396
992,0.367147475544381
993,0.3521577675442324
994,0.19075868179146557
995,0.5526819056808142
996,0.25348566191615396
997,0.32534702002670585
998,0.18606026386895158
999,0.43230651359114175
1000,0.6578892567508603
1001,0.42499236440750515
1002,0.6208590670542476
1003,0.3054756864247424
1004,0.6752073795680433
1005,0.6200860993560375
1006,0.6340842338139584
1007,0.4771082182428333
1008,0.29891657232147945
1009,0.3117445549915497
1010,0.5040773247892065
1011,0.3501859696856755
1012,0.25753239659414334
1013,0.39814779418844254
1014,0.4347214302984589
1015,0.4165858243879714
1016,0.48561453669466703
1017,0.4604354225691813
1018,0.7027297801811646
1019,0.5480766608681488
1020,0.3372925571333215
1021,0.5413665532085715
1022,0.20561046777399597
1023,0.23822372544875217
1024,0.4298583743104723
1025,0.6166799303189534
1026,0.1824710055113853
1027,0.3122907690780057
1028,0.3973769723174816
1029,0.3092274446042487
1030,0.3948942112448407
1031,0.48312390796594523
1032,0.17398466167789758
1033,0.43926690164073906
1034,0.38614240593113247
1035,0.33642844968300806
1036,0.2906212909655426
1037,0.41351262986322873
1038,0.3617387655217491
1039,0.4369070337147761
1040,0.25540497946649904
1041,0.5655111359189557
1042,0.32831122950874375
1043,0.44096516359840476
1044,0.3067996797268636
1045,0.20138749852591897
1046,0.5723342532443376
1047,0.8479632479507688
1048,0.38640992205122765
1049,0.33506027248782266
1050,0.8572849155147274
1051,0.7006398457288933
1052,0.25501177886201254
1053,0.12394572201814877
1054,0.7472008486922078
1055,0.34479506550860184
1056,0.24823208984183315
1057,0.46657098746357645
1058,0.34533453998760777
1059,0.7283400430402888
1060,0.4201040922353439
1061,0.378028809639855
1062,0.40099864129532287
1063,0.46295957037546326
1064,0.46367384077650664
1065,0.2660343829326459
1066,0.3598941222372716
1067,0.7448589332947498
1068,0.7724449763365072
1069,0.403742062322164
1070,0.16875294035350388
1071,0.4586681712194604
1072,0.2577704925467451
1073,0.17604978429022217
1074,0.1886195235678421
1075,0.4555882195611276
1076,0.3167187730005941
1077,0.2585076614321423
1078,0.5485234290403411
1079,0.4848412412885866
1080,0.3238098792588786
1081,0.338645097903896
1082,0.5063282706358282
1083,0.26427353197367254
1084,0.39265816518445507
1085,0.4378709218992917
1086,0.5452957883714705
1087,0.271884423525738
1088,0.5942822945636624
1089,0.214566378355975
1090,0.4905038244023602
1091,0.19641231550545063
1092,0.5952446097349896
1093,0.27896435089437105
1094,0.6803498011306978
1095,0.20165442091875546
1096,0.2684034761499408
1097,0.49771620752925294
1098,0.5001018004544744
1099,0.44583558885288227
1100,0.8399272459868963
1101,0.17703489400168096
1102,0.4510010076133088
1103,0.23247210113270947
1104,0.6554547409477641
1105,0.23353539597270426
1106,0.3903841143446616
1107,0.3747382579276925
1108,0.4219610711855288
1109,0.3953871995887133
1110,0.6151400861384314
1111,0.2776143964945006
1112,0.4757779510450192
1113,0.4770715850396082
1114,0.14385415316124164
1115,0.24357263162250453
1116,0.3350755230829444
1117,0.3289700391271451
1118,0.574823768256684
1119,0.36175968597689884
1120,0.7300496752845052
1121,0.7657157099369727
1122,0.3208775014524303
1123,0.29631844860285295
1124,0.6347762845919158
1125,0.6689376005969364
1126,0.45988595575604646
1127,0.6004476030297332
1128,0.5397144497842764
1129,0.7011372765065103
1130,0.3510282593521212
1131,0.7734215971615102
1132,0.12020329089123374
1133,0.30059492201696564
1134,0.25986092550279544
1135,0.3004575311932122
1136,0.3143386105833899
1137,0.22768780802053792
1138,0.3582468368714489
1139,0.33622060169786766
1140,0.5546880228336551
1141,0.34497307065987626
1142,0.4350686438485813
1143,0.1117752251584133
1144,0.41533251641487845
1145,0.3330096972833934
1146,0.30105217683572716
1147,0.4110491984680491
1148,0.5433663715993013
1149,0.5785880806288721
1150,0.49475775745624817
1151,0.5762092940801382
1152,0.33872896956103804
1153,0.16360368520665491
1154,0.28676972483275187
1155,0.5629420266459836
1156,0.699743099807188
1157,0.2678780742673728
1158,0.2989781166508323
1159,0.8071986212492545
1160,0.42975394783170723
1161,0.20512877991371897
1162,0.5334307456845158
1163,0.40825559057978367
1164,0.44179043328589945
1165,0.4440399965038525
1166,0.458310471279151
1167,0.3109619478730413
1168,0.17702161200702352
1169,0.41552810578886545
1170,0.33207096364295463
1171,0.4042496628948573
1172,0.5747409720474753
1173,0.3445299717942754
1174,0.48025936820443654
1175,0.11591929603776087
1176,0.36217561622686434
1177,0.39276161603773513
1178,0.5952265258696754
1179,0.26359605998075286
1180,0.5426968951420212
1181,0.17564828293031795
1182,0.4516253724281826
1183,0.2826480102215212
1184,0.46711641463445325
1185,0.38637124707976755
1186,0.5936791886137185
1187,0.4364410009141093
1188,0.5370316337514759
1189,0.27144502607113097
1190,0.49775347172365203
1191,0.5826251471565798
1192,0.3783793668150327
1193,0.2732305470197303
1194,0.3597928984982368
1195,0.4900171030060026
1196,0.6243552041983521
1197,0.449980662648048
1198,0.46071797400051784
1199,0.28667677890627336
1200,0.24107337240660798
1201,0.3423559729798215
1202,0.33912774417016633
1203,0.2481484674758125
1204,0.6037763322344086
1205,0.30623008737723545
1206,0.7245690055206789
1207,0.5955541503536332
1208,0.3630031497124193
1209,0.5604164846620993
1210,0.4080430624694631
1211,0.40312837370147264
1212,0.5379420675794967
1213,0.746622250897385
1214,0.42492337491278986
1215,0.286325492860787
1216,0.6289635106052742
1217,0.3664226148220315
1218,0.6346887630246549
1219,0.35006340413385073
1220,0.3007781213797845
1221,0.5817259176970543
1222,0.30150832035686775
1223,0.3307450043674427
1224,0.22474103845352772
1225,0.22898442474112737
1226,0.6579214440123119
1227,0.31000753901589223
1228,0.37805164572830563
1229,0.643704117763252
1230,0.2777410902783596
1231,0.17501926572690776
1232,0.8002294209093951
1233,0.6573773270697371
1234,0.3797533880288603
1235,0.24616566212431712
1236,0.776442060223434
1237,0.3749625310492957
1238,0.4042629076721608
1239,0.4256853128331946
1240,0.6770243786069323
1241,0.22815260721897748
1242,0.5726756219614837
1243,0.1719544805038201
1244,0.3280986038411798
1245,0.6070830631357279
1246,0.3980811737728766
1247,0.647889101085272
1248,0.37660840509280763
1249,0.2894047216738063
1250,0.2745231556479954
1251,0.2346531765229362
1252,0.47497727786000193
1253,0.40136804892002304
